2.269594599999999929e+01,7.587355900000000020e+01,5.000000000000000278e-02
2.269657899999999984e+01,7.587596299999999871e+01,5.000000000000000278e-02
2.268976899999999830e+01,7.587553400000000181e+01,1.000000000000000056e-01
2.269372900000000115e+01,7.587347400000000164e+01,1.000000000000000056e-01
2.269111600000000095e+01,7.587021199999999510e+01,1.000000000000000056e-01
2.268937299999999979e+01,7.587192899999999440e+01,1.000000000000000056e-01
2.269357000000000113e+01,7.588497499999999718e+01,1.000000000000000056e-01
2.269230299999999900e+01,7.588609099999999330e+01,1.000000000000000056e-01
2.269444100000000120e+01,7.587888100000000691e+01,1.000000000000000056e-01
2.269475800000000021e+01,7.588222799999999779e+01,1.000000000000000056e-01
2.275167700000000082e+01,7.588325100000000134e+01,1.000000000000000056e-01
2.274930200000000013e+01,7.588513899999999524e+01,1.000000000000000056e-01
2.274661100000000147e+01,7.589372199999999680e+01,1.000000000000000056e-01
2.274787800000000004e+01,7.589964399999999500e+01,1.000000000000000056e-01
2.275861199999999940e+01,7.588883400000000279e+01,1.000000000000000056e-01
2.276149099999999947e+01,7.589852799999999888e+01,1.000000000000000056e-01
2.275318100000000143e+01,7.590084600000000137e+01,1.000000000000000056e-01
2.275911699999999982e+01,7.588711299999999937e+01,1.000000000000000056e-01
2.275911699999999982e+01,7.588711299999999937e+01,1.000000000000000056e-01
2.275769199999999870e+01,7.588977400000000273e+01,1.000000000000000056e-01
2.272568865999999943e+01,7.587001899000000549e+01,5.000000000000000278e-02
2.272558071952262893e+01,7.587289363030242839e+01,2.999999999999999889e-02
2.273425699999999949e+01,7.587371699999999919e+01,1.000000000000000056e-01
2.273324200000000062e+01,7.587578800000000001e+01,1.000000000000000056e-01
2.271806300000000078e+01,7.588932200000000705e+01,1.000000000000000056e-01
2.271522699999999872e+01,7.588952899999999602e+01,1.000000000000000056e-01
2.272270699999999977e+01,7.588676399999999944e+01,1.000000000000000056e-01
2.272517399999999910e+01,7.588789500000000032e+01,1.000000000000000056e-01
2.271373600000000081e+01,7.587456799999999646e+01,1.000000000000000056e-01
2.271824000000000154e+01,7.587157000000000551e+01,1.000000000000000056e-01
2.856562040000000025e+01,7.715612980000000221e+01,1.000000000000000056e-01
2.864177199999999957e+01,7.722402599999999495e+01,1.000000000000000056e-01
2.865583990000000014e+01,7.724067460000000551e+01,1.000000000000000056e-01
2.861289400000000072e+01,7.715946940000000609e+01,1.000000000000000056e-01
2.861463120000000160e+01,7.719908429999999555e+01,1.000000000000000056e-01
